00LU               20121204                                                                                   
0601LUA0d       20130101002795100000005000 0000061760002208   
0601LUA0d       20130101002800100000005000 0000061930002210   
0601LUA0d       20130101002805100000005000 0000062060002211   
0601LUA0d       20130101002810100000005000 0000062200002212   
0601LUA0d       20130101002815100000005000 0000062360002213   
0601LUA0d       20130101002820100000005000 0000062500002214   
0601LUA0d       20130101002825100000005000 0000062660002216   
0601LUA0d       20130101002830100000005000 0000062800002217   
0601LUA0d       20130101002835100000005000 0000062940002218   
0601LUA0d       20130101002840100000005000 0000063100002220   
0601LUA0d       20130101002845100000005000 0000063240002221   
0601LUA0d       20130101002850100000005000 0000063370002222   
0601LUA0d       20130101002855100000005000 0000063540002224   
0601LUA0d       20130101002860100000005000 0000063680002225   
0601LUA0d       20130101002865100000005000 0000063810002225   
0601LUA0d       20130101002870100000005000 0000063980002227   
0601LUA0d       20130101002875100000005000 0000064110002228   
0601LUA0d       20130101002880100000005000 0000064280002230   
0601LUA0d       20130101002885100000005000 0000064410002231   
0601LUA0d       20130101002890100000005000 0000064550002232   
0601LUA0d       20130101002895100000005000 0000064710002233   
0601LUA0d       20130101002900100000005000 0000064850002234   
0601LUA0d       20130101002905100000005000 0000064990002235   
0601LUA0d       20130101002910100000005000 0000065150002237   
0601LUA0d       20130101002915100000005000 0000065290002238   
0601LUA0d       20130101002920100000005000 0000065420002238   
0601LUA0d       20130101002925100000005000 0000065590002240   
0601LUA0d       20130101002930100000005000 0000065720002241   
0601LUA0d       20130101002935100000005000 0000065890002243   
0601LUA0d       20130101002940100000005000 0000066020002244   
0601LUA0d       20130101002945100000005000 0000066160002245   
0601LUA0d       20130101002950100000005000 0000066320002246   
0601LUA0d       20130101002955100000005000 0000066460002247   
0601LUA0d       20130101002960100000005000 0000066600002248   
0601LUA0d       20130101002965100000005000 0000066760002250   
0601LUA0d       20130101002970100000005000 0000066900002251   
0601LUA0d       20130101002975100000005000 0000067030002251   
0601LUA0d       20130101002980100000005000 0000067200002253   
0601LUA0d       20130101002985100000005000 0000067330002254   
0601LUA0d       20130101002990100000005000 0000067470002255   
0601LUA0d       20130101002995100000005000 0000067630002256   
0601LUA0d       20130101003000100000005000 0000067770002257   
0601LUA0d       20130101003005100000005000 0000067940002259   
0601LUA0d       20130101003010100000005000 0000068070002260   
0601LUA0d       20130101003015100000005000 0000068210002260   
0601LUA0d       20130101003020100000005000 0000068370002262   
0601LUA0d       20130101003025100000005000 0000068510002263   
0601LUA0d       20130101003030100000005000 0000068650002264   
0601LUA0d       20130101003035100000005000 0000068810002265   
0601LUA0d       20130101003040100000005000 0000068950002266   
0601LUA0d       20130101003045100000005000 0000069080002267   
0601LUA0d       20130101003050100000005000 0000069250002269   
0601LUA0d       20130101003055100000005000 0000069380002269   
0601LUA0d       20130101003060100000005000 0000069550002271   
0601LUA0d       20130101003065100000005000 0000069680002272   
0601LUA0d       20130101003070100000005000 0000069820002272   
0601LUA0d       20130101003075100000005000 0000069980002274   
0601LUA0d       20130101003080100000005000 0000070120002275   
0601LUA0d       20130101003085100000005000 0000070260002276   
0601LUA0d       20130101003090100000005000 0000070420002277   
0601LUA0d       20130101003095100000005000 0000070560002278   
0601LUA0d       20130101003100100000005000 0000070690002278   
0601LUA0d       20130101003105100000005000 0000070860002280   
0601LUA0d       20130101003110100000005000 0000070990002281   
0601LUA0d       20130101003115100000005000 0000071160002283   
0601LUA0d       20130101003120100000005000 0000071290002283   
0601LUA0d       20130101003125100000005000 0000071430002284   
0601LUA0d       20130101003130100000005000 0000071590002285   
0601LUA0d       20130101003135100000005000 0000071730002286   
0601LUA0d       20130101003140100000005000 0000071870002287   
0601LUA0d       20130101003145100000005000 0000072030002288   
0601LUA0d       20130101003150100000005000 0000072170002289   
0601LUA0d       20130101003155100000005000 0000072300002290   
0601LUA0d       20130101003160100000005000 0000072470002292   
0601LUA0d       20130101003165100000005000 0000072610002292   
0601LUA0d       20130101003170100000005000 0000072740002293   
0601LUA0d       20130101003175100000005000 0000072910002295   
0601LUA0d       20130101003180100000005000 0000073040002295   
0601LUA0d       20130101003185100000005000 0000073210002297   
0601LUA0d       20130101003190100000005000 0000073340002297   
0601LUA0d       20130101003195100000005000 0000073480002298   
0601LUA0d       20130101003200100000005000 0000073640002299   
0601LUA0d       20130101003205100000005000 0000073780002300   
0601LUA0d       20130101003210100000005000 0000073920002301   
0601LUA0d       20130101003215100000005000 0000074080002302   
0601LUA0d       20130101003220100000005000 0000074220002303   
0601LUA0d       20130101003225100000005000 0000074350002304   
0601LUA0d       20130101003230100000005000 0000074520002305   
0601LUA0d       20130101003235100000005000 0000074650002306   
0601LUA0d       20130101003240100000005000 0000074820002307   
0601LUA0d       20130101003245100000005000 0000074950002308   
0601LUA0d       20130101003250100000005000 0000075090002309   
0601LUA0d       20130101003255100000005000 0000075250002310   
0601LUA0d       20130101003260100000005000 0000075390002311   
0601LUA0d       20130101003265100000005000 0000075530002312   
0601LUA0d       20130101003270100000005000 0000075690002313   
0601LUA0d       20130101003275100000005000 0000075830002314   
0601LUA0d       20130101003280100000005000 0000075960002314   
0601LUA0d       20130101003285100000005000 0000076130002316   
0601LUA0d       20130101003290100000005000 0000076260002316   
0601LUA0d       20130101003295100000005000 0000076400002317   
0601LUA0d       20130101003300100000005000 0000076570002319   
0601LUA0d       20130101003305100000005000 0000076700002319   
0601LUA0d       20130101003310100000005000 0000076870002321   
0601LUA0d       20130101003315100000005000 0000077000002321   
0601LUA0d       20130101003320100000005000 0000077140002322   
0601LUA0d       20130101003325100000005000 0000077300002323   
0601LUA0d       20130101003330100000005000 0000077440002324   
0601LUA0d       20130101003335100000005000 0000077580002324   
0601LUA0d       20130101003340100000005000 0000077740002326   
0601LUA0d       20130101003345100000005000 0000077880002327   
0601LUA0d       20130101003350100000005000 0000078010002327   
0601LUA0d       20130101003355100000005000 0000078180002329   
0601LUA0d       20130101003360100000005000 0000078310002329   
0601LUA0d       20130101003365100000005000 0000078480002331   
0601LUA0d       20130101003370100000005000 0000078610002331   
0601LUA0d       20130101003375100000005000 0000078750002332   
0601LUA0d       20130101003380100000005000 0000078910002333   
0601LUA0d       20130101003385100000005000 0000079050002334   
0601LUA0d       20130101003390100000005000 0000079190002334   
0601LUA0d       20130101003395100000005000 0000079350002336   
0601LUA0d       20130101003400100000005000 0000079490002336   
0601LUA0d       20130101003405100000005000 0000079620002337   
0601LUA0d       20130101003410100000005000 0000079790002338   
0601LUA0d       20130101003415100000005000 0000079920002339   
0601LUA0d       20130101003420100000005000 0000080090002340   
0601LUA0d       20130101003425100000005000 0000080220002340   
0601LUA0d       20130101003430100000005000 0000080360002341   
0601LUA0d       20130101003435100000005000 0000080520002342   
0601LUA0d       20130101003440100000005000 0000080660002343   
0601LUA0d       20130101003445100000005000 0000080800002344   
0601LUA0d       20130101003450100000005000 0000080960002345   
0601LUA0d       20130101003455100000005000 0000081100002346   
0601LUA0d       20130101003460100000005000 0000081230002346   
0601LUA0d       20130101003465100000005000 0000081400002348   
0601LUA0d       20130101003470100000005000 0000081540002348   
0601LUA0d       20130101003475100000005000 0000081670002349   
0601LUA0d       20130101003480100000005000 0000081840002350   
0601LUA0d       20130101003485100000005000 0000081970002350   
0601LUA0d       20130101003490100000005000 0000082140002352   
0601LUA0d       20130101003495100000005000 0000082270002352   
0601LUA0d       20130101003500100000005000 0000082410002353   
0601LUA0d       20130101003505100000005000 0000082570002354   
0601LUA0d       20130101003510100000005000 0000082710002355   
0601LUA0d       20130101003515100000005000 0000082850002355   
0601LUA0d       20130101003520100000005000 0000083010002357   
0601LUA0d       20130101003525100000005000 0000083150002357   
0601LUA0d       20130101003530100000005000 0000083280002358   
0601LUA0d       20130101003535100000005000 0000083450002359   
0601LUA0d       20130101003540100000005000 0000083580002359   
0601LUA0d       20130101003545100000005000 0000083750002361   
0601LUA0d       20130101003550100000005000 0000083880002361   
0601LUA0d       20130101003555100000005000 0000084020002362   
0601LUA0d       20130101003560100000005000 0000084180002363   
0601LUA0d       20130101003565100000005000 0000084320002364   
0601LUA0d       20130101003570100000005000 0000084460002364   
0601LUA0d       20130101003575100000005000 0000084620002365   
0601LUA0d       20130101003580100000005000 0000084760002366   
0601LUA0d       20130101003585100000005000 0000084890002366   
0601LUA0d       20130101003590100000005000 0000085060002368   
0601LUA0d       20130101003595100000005000 0000085190002368   
0601LUA0d       20130101003600100000005000 0000085360002369   
0601LUA0d       20130101003605100000005000 0000085500002370   
0601LUA0d       20130101003610100000005000 0000085630002370   
0601LUA0d       20130101003615100000005000 0000085800002372   
0601LUA0d       20130101003620100000005000 0000085930002372   
